,RBD,NOM_RBD,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,NOM_DEPROV_RBD,RURAL_RBD,LATITUD,LONGITUD,CONVENIO_PIE,PACE,PAGO_MATRICULA,PAGO_MENSUAL,cod_ense_110,cod_ense_310,cod_ense_610,cod_ense_10,cod_ense_510,cod_ense_410,cod_ense_710,cod_espe_0,cod_espe_61003,cod_espe_52013,cod_espe_53014,cod_espe_53015,cod_espe_58035,cod_espe_41002,cod_espe_41005,cod_espe_63009,cod_espe_63011,cod_espe_64001,cod_espe_64008,cod_espe_58034,cod_espe_51005,cod_espe_52009,cod_espe_52010,cod_espe_51006,cod_espe_51009,cod_espe_71005,cod_espe_57030,cod_espe_52012,cod_espe_58033,cod_espe_55023,cod_espe_55022,cod_espe_56027,cod_espe_61001,cod_espe_54020,cod_espe_54019,cod_jornada_2,cod_jornada_1,cod_jornada_3,cod_grado_7_hombre,cod_grado_7_mujer,cod_grado_7_mixto,cod_grado_8_hombre,cod_grado_8_mujer,cod_grado_8_mixto,cod_grado_1_hombre,cod_grado_1_mujer,cod_grado_1_mixto,cod_grado_2_hombre,cod_grado_2_mujer,cod_grado_2_mixto,cod_grado_3_hombre,cod_grado_3_mujer,cod_grado_3_mixto,cod_grado_4_hombre,cod_grado_4_mujer,cod_grado_4_mixto,cod_grado_5_hombre,cod_grado_5_mujer,cod_grado_5_mixto,cod_grado_6_hombre,cod_grado_6_mujer,cod_grado_6_mixto,P_NATURAL,ES_MUNICIPAL,ES_SUBVENCIONADO,ES_DL,ES_LAICO,ES_CATOLICO,ES_EVANGELICO,ES_MUSULMAN,ES_JUDIO,ES_BUDISTA,ES_RELIGIOSO
9088,11885,COLEGIO POLITEC. AVENIDA INDEPENDENCIA,131,13108,INDEPENDENCIA,SANTIAGO NORTE,0,"-33,40971376","-70,65962528",0,0,1000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9090,11887,LUCILA DEL MONTE GRANDE,131,13127,RECOLETA,SANTIAGO NORTE,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9092,11892,COLEGIO NUNOA,131,13120,ÑUÑOA,SANTIAGO ORIENTE,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9093,11893,LICEO PARTICULAR INSUME,131,13120,ÑUÑOA,SANTIAGO ORIENTE,0,"-33,46929829","-70,59835816",0,0,1000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9094,11897,ESCUELA BASICA HORBY 1,131,13110,LA FLORIDA,CORDILLERA,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9095,11898,LICEO MANUEL BULNES DE LA FLORIDA,131,13110,LA FLORIDA,CORDILLERA,0,"-33,51620788","-70,6105147",0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
9097,11901,ESC.ESP.SAN MIGUEL DE LA NVA EXTREMADURA,131,13112,LA PINTANA,CORDILLERA,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9098,11902,ESCUELA PART.SAN FRANCISCO DE MAPUHUE,131,13112,LA PINTANA,CORDILLERA,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9099,11903,ESCUELA PARTICULAR SAN MARCELO NUM 2,131,13112,LA PINTANA,CORDILLERA,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9100,11905,ESC. BASICA PART.CENTRO EDUC.AMANECER,131,13130,SAN MIGUEL,SANTIAGO CENTRO,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9101,11906,ESCUELA BAS. LOS CARRERA,131,13130,SAN MIGUEL,SANTIAGO CENTRO,0,"-33,496366920000000","-70,64811997000000",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9102,11909,ESCUELA PARTICULAR N°333 EL ANGEL,131,13129,SAN JOAQUÍN,SANTIAGO CENTRO,0,"-33,496145130000000","-70,62961168000000",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9103,11910,LICEO ELENA REQUENA,131,13116,LO ESPEJO,SANTIAGO SUR,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9104,11912,INSTITUTO POLIVALENTE SAN MIGUEL,131,13130,SAN MIGUEL,SANTIAGO CENTRO,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9105,11914,ESCUELA BASICA Nº128 SAN RAMON,131,13109,LA CISTERNA,SANTIAGO SUR,0,"-33,528692130000000","-70,64985391000000",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9107,11918,FROILAN YAÑEZ DE LA BARRA,131,13109,LA CISTERNA,SANTIAGO SUR,0,"-33,539548000000000","-70,66740036000000",0,0,1000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9108,11920,ESCUELA ESPECIAL CEDIF,131,13106,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9109,11921,COLEGIO INFOCAP,131,13129,SAN JOAQUÍN,SANTIAGO CENTRO,0,"-33,506985000000000","-70,63431000000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9110,11922,ESCUELA PARTICULAR EL ABRAZO DE MAIPU,131,13119,MAIPÚ,SANTIAGO PONIENTE,0,"-33,54384345","-70,77251526",0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9111,11923,INSTITUTO COMERCIAL SAN PABLO,131,13124,PUDAHUEL,SANTIAGO PONIENTE,0,"-33,4394942","-70,75308192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9112,11924,ESCUELA ESPECIAL LORENZO EITING,131,13126,QUINTA NORMAL,SANTIAGO PONIENTE,0,"-33,437570000000000","-70,71219000000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9113,11925,COLEGIO POLIVALENTE BRITANIA RENCA,131,13128,RENCA,SANTIAGO PONIENTE,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9114,11926,ESCUELA BASICA PARTICULAR ROQUER,131,13128,RENCA,SANTIAGO PONIENTE,0,"-33,406240080000000","-70,70246519000000",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9120,11936,COLEGIO JACQUES COUSTEAU,131,13119,MAIPÚ,SANTIAGO PONIENTE,0,"-33,516250340000000","-70,78584447000000",1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9122,11943,ESCUELA PARTIC DE PARVULOS LOS PITUFOS,131,13104,CONCHALÍ,SANTIAGO NORTE,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9124,11946,COLEGIO AMERICO VESPUCIO,131,13122,PEÑALOLÉN,SANTIAGO ORIENTE,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9125,11947,COLEGIO SHIRAYURI,131,13110,LA FLORIDA,CORDILLERA,0,"-33,5199","-70,58905613",0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9126,11948,COLEGIO SAN LORENZO,131,13110,LA FLORIDA,CORDILLERA,0,"-33,56445883","-70,58437589",0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
9127,11949,COLEGIO CRISOL,131,13110,LA FLORIDA,CORDILLERA,0,"-33,565021539999990","-70,58261383000000",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9128,11950,COLEGIO MONTEVERDE,131,13122,PEÑALOLÉN,SANTIAGO ORIENTE,0,"-33,473773440000000","-70,54952088000000",0,0,1000,25000,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9130,11952,ESCUELA BELEN O¦HIGGINS,131,13110,LA FLORIDA,CORDILLERA,0,"-33,537899480000000","-70,60556991999999",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9136,11965,CENTRO EDUCACIONAL SAN LORENZO,131,13127,RECOLETA,SANTIAGO NORTE,0,"-33,390450979999990","-70,65532689000000",1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1
9141,11977,SAINT CHRISTIAN COLLEGE,131,13111,LA GRANJA,SANTIAGO SUR,0,"-33,553774230000000","-70,62428201000000",1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9143,11979,COLEGIO MIGUEL ANGEL,131,13112,LA PINTANA,CORDILLERA,0,"-33,587663710000000","-70,62578481000000",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9144,11980,ESCUELA ESPECIAL PARTICULAR CECLA,131,13109,LA CISTERNA,SANTIAGO SUR,0,"-33,534847000000000","-70,65571000000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9146,11987,COMPLEJO EDUCACIONAL AMERICANO,131,13101,SANTIAGO,SANTIAGO CENTRO,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9149,11993,ESCUELA BASICA JUAN PABLO DUARTE,131,13123,PROVIDENCIA,SANTIAGO ORIENTE,0,"-33,445555950000000","-70,62162943000000",1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9150,11994,LICEO POLIVALENTE BAHIA DARWIN,131,13111,LA GRANJA,SANTIAGO SUR,0,"-33,544218940000000","-70,62636680999999",0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9151,11997,ESCUELA JOSE IBAÑEZ,131,13109,LA CISTERNA,SANTIAGO SUR,0,"-33,543573070000000","-70,65893229000000",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9152,11998,ESCUELA BASICA PARTICULAR HUEÑECITO,131,13112,LA PINTANA,CORDILLERA,0,"-33,588436670000000","-70,64948943000000",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9207,12073,COLEGIO HALLEY,131,13119,MAIPÚ,SANTIAGO PONIENTE,0,"-33,47794256","-70,72928774",0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9213,12083,COLEGIO LO ERRAZURIZ,131,13119,MAIPÚ,SANTIAGO PONIENTE,0,"-33,474489050000000","-70,72753202000000",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9214,12085,COLEGIO CRISTIANO EMMANUEL,131,13110,LA FLORIDA,CORDILLERA,0,"-33,512344940000000","-70,56430502000001",0,0,0,25000,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9217,12089,COLEGIO CASABLANCA,131,13113,LA REINA,SANTIAGO ORIENTE,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9219,12092,ESCUELA ESPECIAL ANADIME,131,13120,ÑUÑOA,SANTIAGO ORIENTE,0,"-33,449090000000000","-70,60184000000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9222,12095,ESC BAS PART COLEGIO CHILLAN,131,13110,LA FLORIDA,CORDILLERA,0,"-33,562869839999990","-70,58466074000000",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9224,12097,ESCUELA ESPECIAL N°1327 ANAKENA,131,13110,LA FLORIDA,CORDILLERA,0,"-33,533345779999990","-70,59900388000000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9225,12100,COLEGIO LUIS GANDARILLAS N.1335,131,13119,MAIPÚ,SANTIAGO PONIENTE,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9227,12102,ESC. DE PARVULOS ALBERTO WIDMER N_ 2,131,13119,MAIPÚ,SANTIAGO PONIENTE,0,"-33,526702999999990","-70,76610599999999",0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9228,12103,ESCUELA ESPECIAL DE EDUCACION,131,13116,LO ESPEJO,SANTIAGO SUR,0,"-33,518172999999990","-70,69741100000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9229,12104,ESCUELA DE PARVULOS MIS CARINOSITOS,131,13121,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9230,12105,ESCUELA BASICA Nº1343 `CEDEL INTEGRACION`,131,13112,LA PINTANA,CORDILLERA,0,"-33,578781000000000","-70,64955865000000",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
9231,12108,ESCUELA PARTIC.DE PARVULOS MI PRINCESITA,131,13129,SAN JOAQUÍN,SANTIAGO CENTRO,0,"-33,504730000000000","-70,63425400000000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9233,12112,ESCUELA JORGE ALESSANDRI RODRIGUEZ,131,13128,RENCA,SANTIAGO PONIENTE,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9234,12113,ESCUELA BASICA LO VELASQUEZ,131,13128,RENCA,SANTIAGO PONIENTE,0,"-33,405715440000000","-70,74463041999999",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9235,12114,COLEGIO LEONARDO DA VINCI DE RENCA,131,13128,RENCA,SANTIAGO PONIENTE,0, , ,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9236,12115,CENTRO EDUCACIONAL FEDERICO GARCIA LORCA,131,13128,RENCA,SANTIAGO PONIENTE,0,"-33,405189340000000","-70,70484484000001",0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9237,12117,COMPLEJO EDUCACIONAL J. MIGUEL CARRERA,131,13125,QUILICURA,SANTIAGO NORTE,0,"-33,368051710000000","-70,73249527000000",1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
