color,lat,lon
#fabed4,-33.44976157,-70.63183657
#fabed4,-33.45872278,-70.64651169
#fabed4,-33.46739669,-70.60644854
#fabed4,-33.45942826,-70.67636398
#fabed4,-33.45652629,-70.59439404
#fabed4,-33.45235006,-70.64425534
#fabed4,-33.45476526,-70.63096436
#fabed4,-33.46092709,-70.64804215
#fabed4,-33.46615535,-70.65276247
#fabed4,-33.46806327,-70.60057686
#fabed4,-33.43779818,-70.66923128
#fabed4,-33.46163013999999,-70.64299255
#fabed4,-33.47059844,-70.58935544
#fabed4,-33.45700956999999,-70.59402438
#fabed4,-33.46315650999999,-70.61847716
