Unnamed: 0,RBD,NOM_RBD,NOM_COM_RBD,NOM_DEPROV_RBD,LATITUD,LONGITUD,n_postulaciones,vacantes,n_postulaciones_p,vacantes_p
7034,8533,ESCUELA BASICA BENJAMIN VICUNA MACKENNA,SANTIAGO,SANTIAGO CENTRO,-33.44976157,-70.63183657,496.0,305.0,0.0009862991906778818,0.0012150184244597152
7035,8535,LICEO REPUBLICA DE BRASIL,SANTIAGO,SANTIAGO CENTRO,-33.47205853,-70.65926219,696.0,83.0,0.0013840004772415438,0.0003306443581316602
7036,8536,ESCUELA REPUBLICA DE ISRAEL,SANTIAGO,SANTIAGO CENTRO,-33.43965974,-70.67474682,663.0,139.0,0.0013183797649585396,0.0005537297081963947
7037,8537,ESCUELA ARNALDO FALABELLA,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,-33.45858943,-70.69222383,1109.0,182.0,0.002205253633995506,0.0007250273877103874
7038,8540,ESCUELA BASICA REPUBLICA DE HAITI,SANTIAGO,SANTIAGO CENTRO,-33.47471332,-70.65160842,254.0,164.0,0.0005050806339358507,0.000653321382332437
7040,8542,LICEO SAN FRANCISCO DE QUITO,INDEPENDENCIA,SANTIAGO NORTE,-33.41036924,-70.66255379,832.0,238.0,0.0016544373521048341,0.000948112737775122
7041,8544,ESCUELA BÁSICA ARTURO ALESSANDRI PALMA,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,-33.45601648,-70.69874984,599.0,337.0,0.0011911153532581677,0.0013424957673538493
7042,8546,ESC.BAS.BILINGUE REPUBLICA DEL PARAGUAY,RECOLETA,SANTIAGO NORTE,-33.42700918,-70.64669818,596.0,314.0,0.0011851498339597128,0.0012508714271486903
7043,8547,ESCUELA NUEVA ZELANDIA,INDEPENDENCIA,SANTIAGO NORTE,-33.42201846999999,-70.67178326,456.0,98.0,0.0009067589333651494,0.0003903993626132855
7044,8548,ESCUELA BASICA DR LUIS CALVO MACKENNA,SANTIAGO,SANTIAGO CENTRO,-33.43577602,-70.66869441,549.0,202.0,0.0010916900316172522,0.0008047007270192212
7045,8549,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,SANTIAGO,SANTIAGO CENTRO,-33.45677263999999,-70.65366284,955.0,112.0,0.001899023643341486,0.0004461707001294692
7048,8552,ESCUELA BAS SALVADOR SANFUENTES REP EEUU,SANTIAGO,SANTIAGO CENTRO,-33.44035234999999,-70.67931406,505.0,628.0,0.0010041957485732466,0.0025017428542973806
7051,8555,ESCUELA REPUBLICA EL LIBANO,SANTIAGO,SANTIAGO CENTRO,-33.45570717999999,-70.65809855,135.0,81.0,0.00026844836843047186,0.0003226770242007768
7052,8556,ESCUELA REPUBLICA DE AUSTRIA,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,-33.47529212,-70.6949904,338.0,170.0,0.0006721151742925889,0.0006772233841250871
7053,8558,ESCUELA BÁSICA HUMBERTO VALENZUELA GARCÍA,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,-33.47151519,-70.69187992,417.0,166.0,0.0008292071824852354,0.0006612887162633204
7054,8561,ESCUELA REPUBLICA DE ALEMANIA,SANTIAGO,SANTIAGO CENTRO,-33.43146413,-70.67549745,518.0,94.0,0.0010300463321998847,0.00037446469475151876
7055,8562,CIUDAD SANTIAGO DE CHILE,SANTIAGO,SANTIAGO CENTRO,-33.46092709,-70.64804215,927.0,64.0,0.0018433454632225735,0.0002549546857882681
7056,8563,ESCUELA BASICA REPUBLICA DE MEXICO,SANTIAGO,SANTIAGO CENTRO,-33.44957134,-70.63669304,933.0,181.0,0.0018552765018194834,0.0007210437207449457
7057,8564,ESCUELA BASICA REINO DE NORUEGA,QUINTA NORMAL,SANTIAGO PONIENTE,-33.43227444,-70.68794874,423.0,112.0,0.0008411382210821452,0.0004461707001294692
7061,8569,ESCUELA BASICA REPUBLICA DEL ECUADOR,SANTIAGO,SANTIAGO CENTRO,-33.44896938,-70.67072409,309.0,270.0,0.0006144484877408579,0.001075590080669256
7063,8572,ESCUELA BASICA CAMILO MORI,INDEPENDENCIA,SANTIAGO NORTE,-33.42456726,-70.66693364,240.0,100.0,0.00047724154387639444,0.0003983666965441689
7066,8576,ESCUELA BASICA REYES CATOLICOS,SANTIAGO,SANTIAGO CENTRO,-33.46795786,-70.62786296,393.0,57.0,0.0007814830280975959,0.00022706901703017628
7068,8579,ESCUELA BASICA UNION LATINOAMERICANA,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,-33.46348143,-70.6917367,516.0,68.0,0.001026069319334248,0.00027088935365003484
7069,8581,ESCUELA BÁSICA F Nº 64,SANTIAGO,SANTIAGO CENTRO,-33.46615535,-70.65276247,748.0,82.0,0.001487402811748096,0.0003266606911662185
7075,8589,LICEO MIGUEL RAFAEL PRADO,INDEPENDENCIA,SANTIAGO NORTE,-33.42140808,-70.66238091,3151.0,183.0,0.006265783769810495,0.0007290110546758291
7077,8592,LICEO JOSE MIGUEL INFANTE,SANTIAGO,SANTIAGO CENTRO,-33.43322191,-70.66402874,284.0,259.0,0.0005647358269204001,0.0010317697440493975
7079,8598,COLEGIO ALTO PALENA,SANTIAGO,SANTIAGO CENTRO,-33.44563938,-70.67614969,262.0,220.0,0.0005209886853983972,0.0008764067323971716
7080,8601,COLEGIO WUNMAN,SANTIAGO,SANTIAGO CENTRO,-33.44868,-70.63706,67.0,38.0,0.00013322993099882679,0.00015137934468678418
7081,8603,CENTRO EDUCATIVO SALESIANOS ALAMEDA,SANTIAGO,SANTIAGO CENTRO,-33.44704549,-70.66787974,1453.0,452.0,0.0028892998468850045,0.0018006174683796435
7082,8604,COLEGIO SANTA CRUZ,SANTIAGO,SANTIAGO CENTRO,-33.46341747,-70.65124299,1512.0,111.0,0.003006621726421285,0.0004421870331640275
7084,8611,COLEGIO NUESTRA SENORA DE ANDACOLLO,SANTIAGO,SANTIAGO CENTRO,-33.43189241,-70.66987309,1047.0,124.0,0.002081966235160771,0.0004939747037147694
7086,8613,COLEGIO FRANCISCANO MARIA REINA,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,-33.45594954,-70.68375539,165.0,87.0,0.0003281035614150212,0.00034657902599342694
7087,8614,COLEGIO MARIA TERESA CANCINO AGUILAR,RECOLETA,SANTIAGO NORTE,-33.41236812999999,-70.63803656,647.0,318.0,0.0012865636620334466,0.001266806095010457
7089,8616,COLEGIO POLIVALENTE PLUS ULTRA,INDEPENDENCIA,SANTIAGO NORTE,-33.42078067,-70.65681068,579.0,329.0,0.0011513452246018016,0.0013106264316303158
7090,8617,LICEO POLIT. SARA BLINDER DARGOLTZ,SANTIAGO,SANTIAGO CENTRO,-33.46780934,-70.64853307,580.0,297.0,0.0011533337310346199,0.0011831490887361817
7092,8620,COLEGIO SAN SEBASTIAN,SANTIAGO,SANTIAGO CENTRO,-33.43779253999999,-70.66559409,541.0,107.0,0.0010757819801547057,0.00042625236530226073
7094,8623,ESC. BAS. PART. TERESIANA DE SAN GABRIEL,INDEPENDENCIA,SANTIAGO NORTE,-33.42554021,-70.65523248,253.0,103.0,0.0005030921275030325,0.00041031769744049397
7095,8625,CENTRO EDUC. CASA TALLERES SAN VICENTE DE PAU,SANTIAGO,SANTIAGO CENTRO,-33.45669764,-70.6772688,476.0,354.0,0.0009465290620215156,0.0014102181057663579
7097,8627,COLEGIO SANTA MARIA DE SANTIAGO,SANTIAGO,SANTIAGO CENTRO,-33.45235006,-70.64425534,1412.0,515.0,0.002807771083139454,0.00205158848720247
7098,8629,COLEGIO POLITÉCNICO SANTA ANA,QUINTA NORMAL,SANTIAGO PONIENTE,-33.43739888,-70.68771172,717.0,262.0,0.0014257591123307285,0.0010437207449457224
7100,8631,COLEGIO ECHAURREN,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,-33.47507572,-70.71677679,396.0,151.0,0.0007874485473960509,0.000601533711781695
7101,8632,LICEO POLIVALENTE SANTA JULIANA,RECOLETA,SANTIAGO NORTE,-33.40708328,-70.64873606,1187.0,363.0,0.002360357135755334,0.0014460711084553332
7102,8634,LICEO RUIZ TAGLE,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,-33.45159121999999,-70.68899863,498.0,152.0,0.0009902762035435184,0.0006055173787471367
7104,8636,LICEO LEONARDO MURIALDO,RECOLETA,SANTIAGO NORTE,-33.43021573,-70.64040626,2482.0,173.0,0.004935472966255046,0.0006891743850214122
7105,8639,LICEO Y COLEGIO NUEVO HISPANO CHILENO,SANTIAGO,SANTIAGO CENTRO,-33.44066566,-70.67098244,358.0,137.0,0.0007118853029489551,0.0005457623742655114
7107,8643,INSTITUTO COMERCIAL BLAS CANAS,SANTIAGO,SANTIAGO CENTRO,-33.44523916,-70.64268438,827.0,359.0,0.0016444948199407425,0.0014301364405935664
7108,8644,COLEGIO INDUSTRIAL VASCO NUNEZ DE BALBOA,SANTIAGO,SANTIAGO CENTRO,-33.42468182999999,-70.65536483,175.0,223.0,0.0003479886257432043,0.0008883577332934967
7109,8645,LICEO JOSE DOMINGO CANAS,QUILICURA,SANTIAGO NORTE,-33.36578778,-70.74235686,1482.0,296.0,0.002946966533436736,0.00117916542177074
7113,8649,COLEGIO LORENZO SAZIE,SANTIAGO,SANTIAGO CENTRO,-33.44961141999999,-70.66456751,1929.0,66.0,0.0038358289089065203,0.00026292201971915146
7114,8650,COLEGIO SAN BENILDO,RECOLETA,SANTIAGO NORTE,-33.40665113,-70.65270934,287.0,118.0,0.000570701346218855,0.0004700727019221193
7115,8652,COLEGIO SAN ANTONIO,SANTIAGO,SANTIAGO CENTRO,-33.43779818,-70.66923128,1095.0,195.0,0.0021774145439360498,0.0007768150582611294
7117,8654,COLEGIO POLITECNICO AVDA. INDEPENDENCIA,INDEPENDENCIA,SANTIAGO NORTE,-33.409112,-70.65884264,165.0,270.0,0.0003281035614150212,0.001075590080669256
7119,8657,COLEGIO SAN ALBERTO,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,-33.47074650999999,-70.6918583,475.0,272.0,0.0009445405555886973,0.0010835574146001393
7120,8658,COLEGIO FRANCISCO ARRIARAN,SANTIAGO,SANTIAGO CENTRO,-33.45919087,-70.64887167,725.0,315.0,0.001441667163793275,0.001254855094114132
7121,8659,ESCUELA PARTICULAR FRANCISCO ANDRES OLEA,SANTIAGO,SANTIAGO CENTRO,-33.45872278,-70.64651169,1311.0,147.0,0.0026069319334248047,0.0005855990439199283
7123,8661,ESCUELA PARTICULAR GUILLERMO MATTA,SANTIAGO,SANTIAGO CENTRO,-33.46163013999999,-70.64299255,1475.0,205.0,0.0029330469884070076,0.0008166517279155463
7124,8663,INSTITUTO HERMANOS MATTE,SANTIAGO,SANTIAGO CENTRO,-33.47534806,-70.64954647,2804.0,240.0,0.005575772037622542,0.0009560800717060054
7125,8665,ESCUELA BASICA N°43 PATRONATO SAN ANTONIO,SANTIAGO,SANTIAGO CENTRO,-33.46477961,-70.63813021,500.0,75.0,0.000994253216409155,0.00029877502240812666
7126,8666,COLEGIO SANTA ISABEL,SANTIAGO,SANTIAGO CENTRO,-33.46783309,-70.63800235,1115.0,84.0,0.002217184672592416,0.00033462802509710187
7129,8671,COLEGIO BICENTENARIO VICTORIA PRIETO,SANTIAGO,SANTIAGO CENTRO,-33.44512041,-70.67534908,1286.0,69.0,0.002557219272604347,0.0002748730206154765
7131,8674,ESCUELA PARTICULAR SAN LAZARO,SANTIAGO,SANTIAGO CENTRO,-33.45481469,-70.66141001,369.0,235.0,0.0007337588737099564,0.0009361617368787969
7132,8675,COLEGIO SANTA TERESITA DEL NINO JESUS,SANTIAGO,SANTIAGO CENTRO,-33.435387,-70.66578,847.0,259.0,0.0016842649485971086,0.0010317697440493975
7133,8676,ESCUELA MANUEL JOSE IRARRAZAVAL,SANTIAGO,SANTIAGO CENTRO,-33.45942826,-70.67636398,1189.0,174.0,0.0023643341486209706,0.0006931580519868539
7135,8678,ESC.SILVIA SALAS EDWARDS,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,-33.46673023,-70.68381014,287.0,77.0,0.000570701346218855,0.00030674235633901004
7136,8680,COLEGIO ADVENTISTA PORVENIR,SANTIAGO,SANTIAGO CENTRO,-33.45476526,-70.63096436,784.0,147.0,0.0015589890433295552,0.0005855990439199283
7137,8681,COLEGIO ANGLO MAIPU,MAIPÚ,SANTIAGO PONIENTE,-33.49354701,-70.73619742,550.0,182.0,0.0010936785380500707,0.0007250273877103874
7138,8682,COLEGIO RAFAEL SANHUEZA LIZARDI,RECOLETA,SANTIAGO NORTE,-33.42858364,-70.64461953,2895.0,149.0,0.005756726123009008,0.0005935663778508116
7139,8684,COLEGIO JEAN JACQUES,INDEPENDENCIA,SANTIAGO NORTE,-33.40147429999999,-70.66515135,283.0,70.0,0.0005627473204875817,0.0002788566875809182
7140,8685,ESCUELA BASICA PARTICULAR CLUB HIPICO,EL BOSQUE,SANTIAGO SUR,-33.58052226,-70.67720368,234.0,378.0,0.00046531050527948457,0.0015058261129369584
7142,8690,ESCUELA PARTICULAR AMOR DE DIOS,CERRILLOS,SANTIAGO PONIENTE,-33.47936438,-70.68673501,160.0,309.0,0.0003181610292509296,0.001230953092321482
7145,8697,COLEGIO ORATORIO DON BOSCO,SANTIAGO,SANTIAGO CENTRO,-33.4550362,-70.64155456,2261.0,138.0,0.0044960130446022,0.000549746041230953
7146,8699,ESCUELA PARTICULAR EL PEQUENO ESTUDIANTE,RECOLETA,SANTIAGO NORTE,-33.40611241,-70.63395777,249.0,88.0,0.0004951381017717592,0.0003505626929588686
7148,8703,ESCUELA BASICA N°728 MARYLAND COLLEGE,INDEPENDENCIA,SANTIAGO NORTE,-33.42088420999999,-70.65874714,817.0,186.0,0.0016246097556125595,0.0007409620555721541
7149,8706,ESCUELA SAN BENILDO,RECOLETA,SANTIAGO NORTE,-33.40665113,-70.65270934,133.0,189.0,0.00026447135556483523,0.0007529130564684792
7153,8714,ESCUELA PARTICULAR RAMON FREIRE,RECOLETA,SANTIAGO NORTE,-33.40801874999999,-70.63634189,224.0,377.0,0.00044542544095130146,0.0015018424459715169
7154,8715,COLEGIO SAO PAULO,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,-33.45861964,-70.69372864,559.0,107.0,0.0011115750959454355,0.00042625236530226073
7156,8717,ESCUELA PARTICULAR SAINT HENRY SCHOOL,SANTIAGO,SANTIAGO CENTRO,-33.46470679,-70.67587226,111.0,155.0,0.00022072421404283242,0.0006174683796434618
7157,8718,ESCUELA PARTICULAR DANES,LA FLORIDA,CORDILLERA,-33.53750414999999,-70.58681416,157.0,77.0,0.0003121955099524747,0.00030674235633901004
7160,8724,COLEGIO SAINT JOSEPH C. THOMAS SCHOOL,LA FLORIDA,CORDILLERA,-33.54354737,-70.57084345,259.0,106.0,0.0005150231660999424,0.00042226869833681904
7162,8726,ESCUELA PARTICULAR THOMAS JEFFERSON,INDEPENDENCIA,SANTIAGO NORTE,-33.40099175,-70.66038001,198.0,156.0,0.0003937242736980254,0.0006214520466089035
7163,8728,COLEGIO GEORGE WASHINGTON,INDEPENDENCIA,SANTIAGO NORTE,-33.42492394,-70.65630146,887.0,126.0,0.001763805205909841,0.0005019420376456528
7165,8739,ESCUELA PARTICULAR DIVINA MARIA,SANTIAGO,SANTIAGO CENTRO,-33.43719845999999,-70.66974847,791.0,207.0,0.0015729085883592834,0.0008246190618464296
7166,8740,COLEGIO MARIA LUISA VILLALON,SANTIAGO,SANTIAGO CENTRO,-33.44353792999999,-70.67464907,1590.0,103.0,0.003161725228181113,0.00041031769744049397
7173,8756,COLEGIO EXCELSIOR,SANTIAGO,SANTIAGO CENTRO,-33.45191606,-70.66946583,531.0,435.0,0.0010558969158265227,0.0017328951299671348
7189,8780,ESCUELA MANUEL MONTT,SANTIAGO,SANTIAGO CENTRO,-33.45737233,-70.63288797,386.0,119.0,0.0007675634830678677,0.000474056368887561
7195,8791,COLEGIO FILIPENSE,SANTIAGO,SANTIAGO CENTRO,-33.45174347999999,-70.66186461,942.0,133.0,0.0018731730597148482,0.0005298277064037446
7200,8800,ESCUELA PART MARY AND GEORGE S SCHOOL,RECOLETA,SANTIAGO NORTE,-33.41702435,-70.63937145,208.0,135.0,0.00041360933802620854,0.000537795040334628
7204,8811,LICEO PROFESIONAL ABDON CIFUENTES,SANTIAGO,SANTIAGO CENTRO,-33.44761407,-70.65796231,593.0,215.0,0.001179184314661258,0.0008564883975699631
7205,8812,LICEO INDUSTRIAL DE LA CONSTRUCCION VICTOR BEZANILLA SALINAS,SANTIAGO,SANTIAGO CENTRO,-33.46887732999999,-70.67316809,211.0,315.0,0.00041957485732466344,0.001254855094114132
7206,8813,LICEO BICENTENARIO TÉCNICO PROFESIONAL IGNACIO DOMEYKO,RECOLETA,SANTIAGO NORTE,-33.42557639999999,-70.64835459,578.0,297.0,0.0011493567181689833,0.0011831490887361817
7207,8814,LICEO INDUSTRIAL A-22 DE SANTIAGO,SANTIAGO,SANTIAGO CENTRO,-33.45769054,-70.63688996,259.0,158.0,0.0005150231660999424,0.0006294193805397868
7208,8815,COLEGIO SAN FRANCISCO DEL ALBA,LAS CONDES,SANTIAGO ORIENTE,-33.40386597,-70.53654012,2031.0,99.0,0.004038656565053988,0.0003943830295787272
7210,8818,LICEO ALEXANDER FLEMING DE LAS CONDES,LAS CONDES,SANTIAGO ORIENTE,-33.42563894,-70.55495696,816.0,215.0,0.0016226212491797412,0.0008564883975699631
7211,8819,LICEO RAFAEL SOTOMAYOR,LAS CONDES,SANTIAGO ORIENTE,-33.39516306,-70.55416897,886.0,240.0,0.0017618166994770228,0.0009560800717060054
7212,8821,LICEO MUNICIPALIZADO AMANDA LABARCA,VITACURA,SANTIAGO ORIENTE,-33.38827666,-70.54939272,1630.0,162.0,0.0032412654854938458,0.0006453540484015536
7213,8822,LICEO JUAN PABLO II DE LAS CONDES,LAS CONDES,SANTIAGO ORIENTE,-33.42060123,-70.53628614,1187.0,158.0,0.002360357135755334,0.0006294193805397868
7216,8825,COLEGIO ANTARTICA CHILENA,VITACURA,SANTIAGO ORIENTE,-33.38992646,-70.5591368,1236.0,288.0,0.0024577939509634315,0.0011472960860472064
7218,8827,COLEGIO NTRA. SRA. DEL ROSARIO LAS CONDES,LAS CONDES,SANTIAGO ORIENTE,-33.40571306999999,-70.56107434,1529.0,131.0,0.0030404263357791963,0.0005218603724728612
7219,8828,LICEO BICENTENARIO SIMON BOLIVAR,LAS CONDES,SANTIAGO ORIENTE,-33.42619601,-70.55425887,1726.0,162.0,0.003432162103044403,0.0006453540484015536
7223,8833,LICEO BICENTENARIO DE EXCELENCIA MARIA LUISA BOMBAL,VITACURA,SANTIAGO ORIENTE,-33.38806398,-70.57974941,919.0,39.0,0.001827437411760027,0.00015536301165222587
7224,8835,LICEO BICENTENARIO SANTA MARIA DE LAS CONDES,LAS CONDES,SANTIAGO ORIENTE,-33.42566016,-70.5316773,1381.0,132.0,0.0027461273837220863,0.0005258440394383029
7227,8840,ESCUELA DE FARELLONES,LO BARNECHEA,SANTIAGO ORIENTE,-33.36686026999999,-70.49618093,30.0,8.0,5.9655192984549304e-05,3.186933572353351e-05
7228,8841,COLEGIO PARROQUIAL SANTA ROSA DE LO BARNECHEA,LO BARNECHEA,SANTIAGO ORIENTE,-33.36166739,-70.5043675,513.0,316.0,0.001020103800035793,0.0012588387610795737
7232,8845,COLEGIO SAN JUAN DE KRONSTADT,LO BARNECHEA,SANTIAGO ORIENTE,-33.34946494999999,-70.47476664,28.0,71.0,5.567818011891268e-05,0.0002828403545463599
7234,8849,COLEGIO LA VIRGEN DE POMPEYA,LAS CONDES,SANTIAGO ORIENTE,-33.40571652,-70.54043628,767.0,264.0,0.001525184433971644,0.0010516880788766058
7237,8854,INSTITUTO PRESIDENTE ERRAZURIZ,LAS CONDES,SANTIAGO ORIENTE,-33.41938174,-70.5888458,500.0,75.0,0.000994253216409155,0.00029877502240812666
7286,8925,LICEO POLIVALENTE ARTURO ALESSANDRI P.,PROVIDENCIA,SANTIAGO ORIENTE,-33.44637164,-70.63096295,1363.0,303.0,0.002710334267931357,0.0012070510905288318
7287,8926,LICEO Nº7 DE PROVIDENCIA LUISA SAAVEDRA,PROVIDENCIA,SANTIAGO ORIENTE,-33.42441804,-70.61430273,2544.0,265.0,0.005058760365089781,0.0010556717458420476
7288,8927,LICEO CARMELA CARVAJAL DE PRAT,PROVIDENCIA,SANTIAGO ORIENTE,-33.44343308,-70.6257531,1508.0,432.0,0.0029986677006900117,0.0017209441290708097
7289,8928,LICEO JOSE VICTORINO LASTARRIA,PROVIDENCIA,SANTIAGO ORIENTE,-33.43030462,-70.62160765,2346.0,690.0,0.004665036091391755,0.0027487302061547656
7290,8930,LICEO B 42 TAJAMAR,PROVIDENCIA,SANTIAGO ORIENTE,-33.42206964999999,-70.60482084,706.0,395.0,0.001403885541569727,0.0015735484513494673
7291,8931,ESCUELA BASICA EL VERGEL,PROVIDENCIA,SANTIAGO ORIENTE,-33.43515995,-70.60118742,192.0,127.0,0.00038179323510111556,0.0005059257046110945
7292,8933,ESCUELA DE PROVIDENCIA,PROVIDENCIA,SANTIAGO ORIENTE,-33.43265348,-70.61798467,1663.0,210.0,0.00330688619777685,0.0008365700627427547
7296,8938,COLEGIO POLIV. PROF. GUILLERMO GONZALEZ HEIN,PROVIDENCIA,SANTIAGO ORIENTE,-33.43966490999999,-70.61657629,544.0,183.0,0.0010817474994531608,0.0007290110546758291
7300,8944,COLEGIO PARTICULAR REGINA PACIS,PROVIDENCIA,SANTIAGO ORIENTE,-33.44304994,-70.59659856,795.0,235.0,0.0015808626140905566,0.0009361617368787969
7301,8945,ESCUELA Y LICEO PAULINA VON MALLINCKRODT,PROVIDENCIA,SANTIAGO ORIENTE,-33.43302323,-70.63313979,269.0,295.0,0.0005349082304281254,0.0011751817548052983
7307,8954,COLEGIO MARIA INMACULADA,PROVIDENCIA,SANTIAGO ORIENTE,-33.43362144999999,-70.63292953,491.0,249.0,0.0009763566585137903,0.0009919330743949806
7338,8997,WEXFORD COLLEGE N 2,PROVIDENCIA,SANTIAGO ORIENTE,-33.44077605999999,-70.62654408,273.0,102.0,0.0005428622561593987,0.0004063340304750523
7344,9006,COMPLEJO EDUCACIONAL LA REINA,LA REINA,SANTIAGO ORIENTE,-33.45261793,-70.53304029,368.0,321.0,0.0007317703672771381,0.0012787570959067822
7345,9007,LICEO EUGENIO MARÍA DE HOSTOS,LA REINA,SANTIAGO ORIENTE,-33.4425965,-70.54164406,368.0,248.0,0.0007317703672771381,0.0009879494074295388
7346,9008,COLEGIO MUNICIPALIZADO CONFEDERAC SUIZA,LA REINA,SANTIAGO ORIENTE,-33.45949842,-70.57035089,395.0,257.0,0.0007854600409632326,0.001023802410118514
7348,9011,COLEGIO SAN CONSTANTINO,LA REINA,SANTIAGO ORIENTE,-33.45205511,-70.53700564,163.0,122.0,0.00032412654854938457,0.00048600736978388607
7349,9012,ESCUELA BASICA YANGTSE EX E-229,LA REINA,SANTIAGO ORIENTE,-33.45135443,-70.54994039,180.0,260.0,0.0003579311579072958,0.001035753411014839
7350,9013,ESCUELA PALESTINA,LA REINA,SANTIAGO ORIENTE,-33.44872712,-70.56428186,199.0,278.0,0.0003957127801308437,0.0011074594163927895
7351,9017,ESCUELA PARTICULAR SAN LEONARDO MURIALDO,LA REINA,SANTIAGO ORIENTE,-33.4391915,-70.53301155,176.0,103.0,0.0003499771321760226,0.00041031769744049397
7352,9020,COLEGIO SANTA CATALINA LABOURÉ,LA REINA,SANTIAGO ORIENTE,-33.4493415,-70.57075135,1020.0,198.0,0.0020282765614746765,0.0007887660591574544
7355,9025,ESCUELA HERMANAS DEL NINO JESUS,LA REINA,SANTIAGO ORIENTE,-33.45836321,-70.571658,62.0,123.0,0.00012328739883473523,0.0004899910367493277
7359,9032,ESCUELA PARTICULAR ANTINIL,LA REINA,SANTIAGO ORIENTE,-33.46117925,-70.55685832,110.0,193.0,0.0002187357076100141,0.000768847724330246
7360,9033,COLEGIO STA MARIA REINA,LA REINA,SANTIAGO ORIENTE,-33.45134779,-70.55039972,579.0,171.0,0.0011513452246018016,0.0006812070510905288
7362,9036,COLEGIO JOSÉ ARRIETA,LA REINA,SANTIAGO ORIENTE,-33.46237769999999,-70.55800332,355.0,248.0,0.0007059197836505001,0.0009879494074295388
7377,9058,INSTITUTO SUPERIOR DE COMERCIO DIEGO PORT,ÑUÑOA,SANTIAGO ORIENTE,-33.4659126,-70.60651537,598.0,259.0,0.0011891268468253494,0.0010317697440493975
7378,9060,LICEO POLITECNICO PEDRO DE VALDIVIA,ÑUÑOA,SANTIAGO ORIENTE,-33.4659126,-70.60651537,568.0,556.0,0.0011294716538408002,0.002214918832785579
7379,9061,LICEO POLITECNICO A N° 60 PRESIDENTE MANUEL MONTT,ÑUÑOA,SANTIAGO ORIENTE,-33.4659126,-70.60651537,297.0,346.0,0.0005905864105470381,0.0013783487700428244
7380,9063,LICEO INDUSTRIAL BICENTENARIO CHILENO ALEMAN,ÑUÑOA,SANTIAGO ORIENTE,-33.45841754,-70.59406471,850.0,347.0,0.0016902304678955637,0.0013823324370082662
7381,9064,LICEO TECNICO B NÕ 58 JOSE MARIA NARBONA,ÑUÑOA,SANTIAGO ORIENTE,-33.45212157999999,-70.58044022,533.0,261.0,0.0010598739286921592,0.0010397370779802809
7382,9065,LICEO COMERCIAL GABRIEL GONZALEZ VIDELA,ÑUÑOA,SANTIAGO ORIENTE,-33.45186477,-70.5915041,464.0,299.0,0.0009226669848276959,0.001191116422667065
7385,9069,LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR,MACUL,SANTIAGO ORIENTE,-33.47126879,-70.5795432,152.0,223.0,0.00030225297778838317,0.0008883577332934967
7386,9070,ESCUELA BENJAMIN CLARO VELASCO,ÑUÑOA,SANTIAGO ORIENTE,-33.46542626,-70.58306907,533.0,213.0,0.0010598739286921592,0.0008485210636390798
7387,9071,LICEO AUGUSTO D HALMAR,ÑUÑOA,SANTIAGO ORIENTE,-33.46017922,-70.5807979,2511.0,236.0,0.004993139652806777,0.0009401454038442386
7388,9072,LICEO VILLA MACUL ACADEMIA EX LICEO JUANA DE IBARBOUROU A 48,MACUL,SANTIAGO ORIENTE,-33.48195036,-70.60064186,226.0,222.0,0.0004494024538169381,0.000884374066328055
7389,9073,LICEO BICENTENARIO CARMELA SILVA DONOSO,ÑUÑOA,SANTIAGO ORIENTE,-33.46739669,-70.60644854,2005.0,212.0,0.003986955397800712,0.0008445373966736381
7390,9074,LICEO JOSE TORIBIO MEDINA,ÑUÑOA,SANTIAGO ORIENTE,-33.45397021,-70.61146445,1190.0,453.0,0.002366322655053789,0.001804601135345085
7391,9075,LICEO BICENTENARIO JOAQUIN EDWARDS BELLO,MACUL,SANTIAGO ORIENTE,-33.49359197999999,-70.59998406,117.0,184.0,0.00023265525263974228,0.0007329947216412708
7392,9077,COMPLEJO EDUC.MUN. BRIGIDA  WALKER.,ÑUÑOA,SANTIAGO ORIENTE,-33.46171549999999,-70.62379065,403.0,273.0,0.000801368092425779,0.0010875410815655811
7393,9078,LICEO LENKA FRANULIC,ÑUÑOA,SANTIAGO ORIENTE,-33.4498298,-70.57258566,2989.0,118.0,0.005943645727693929,0.0004700727019221193
7394,9082,COL TEC PROFESIONAL REPUBLICA ARGENTINA,ÑUÑOA,SANTIAGO ORIENTE,-33.45439879,-70.62992302,523.0,239.0,0.0010399888643639762,0.0009520964047405637
7396,9084,ESC.PRESIDENTE EDUARDO FREI MONTALVA,ÑUÑOA,SANTIAGO ORIENTE,-33.45907849,-70.58108893,692.0,168.0,0.0013760464515102707,0.0006692560501942037
