Unnamed: 0,RBD,NOM_RBD,NOM_COM_RBD,NOM_DEPROV_RBD,LATITUD,LONGITUD,n_postulaciones,vacantes,n_postulaciones_p,vacantes_p
7397,9085,ESCUELA JOSE BERNARDO SUAREZ,MACUL,SANTIAGO ORIENTE,-33.47774987999999,-70.60731112,307.0,161.0,0.0006104714748752212,0.0006413703814361119
7399,9087,CENTRO EDUC. VALLE HERMOSO,PEÑALOLÉN,SANTIAGO ORIENTE,-33.47030995,-70.53147638,380.0,375.0,0.0007556324444709579,0.0014938751120406335
7400,9088,LICEO ANTONIO HERMIDA FABRES,PEÑALOLÉN,SANTIAGO ORIENTE,-33.47656011,-70.56404362,264.0,454.0,0.0005249656982640339,0.0018085848023105268
7401,9089,ESCUELA BÁSICA JOSÉ TORIBIO MEDINA,ÑUÑOA,SANTIAGO ORIENTE,-33.45700956999999,-70.59402438,584.0,206.0,0.0011612877567658932,0.0008206353948809879
7402,9090,ESCUELA BAS. CENTRO EDUCACIONAL MILLANTU,MACUL,SANTIAGO ORIENTE,-33.47423508,-70.58377177,111.0,128.0,0.00022072421404283242,0.0005099093715765362
7403,9091,ESCUELA REPUBLICA DE FRANCIA,ÑUÑOA,SANTIAGO ORIENTE,-33.46806327,-70.60057686,653.0,89.0,0.0012984947006303565,0.0003545463599243103
7408,9097,ESCUELA REPUBLICA DE COSTA RICA,ÑUÑOA,SANTIAGO ORIENTE,-33.45652629,-70.59439404,1112.0,153.0,0.002211219153293961,0.0006095010457125784
7409,9098,LICEO JUAN BAUTISTA PASTEN,PEÑALOLÉN,SANTIAGO ORIENTE,-33.4731034,-70.53794578,81.0,448.0,0.00016106902105828311,0.0017846828005178767
7411,9100,LICEO REPUBLICA DE SIRIA,ÑUÑOA,SANTIAGO ORIENTE,-33.45573284999999,-70.574342,5189.0,239.0,0.010318359879894212,0.0009520964047405637
7412,9102,ESCUELA GUILLERMO ZANARTU IRIGOYEN,ÑUÑOA,SANTIAGO ORIENTE,-33.46315650999999,-70.61847716,457.0,147.0,0.0009087474397979678,0.0005855990439199283
7413,9103,ESCUELA UNION NACIONAL ARABE,PEÑALOLÉN,SANTIAGO ORIENTE,-33.46597083999999,-70.53484915,146.0,304.0,0.0002903219391914733,0.0012110347574942734
7414,9104,ESCUELA VILLA MACUL,MACUL,SANTIAGO ORIENTE,-33.4915696,-70.59375729,297.0,258.0,0.0005905864105470381,0.0010277860770839557
7415,9105,CENTRO EDUCACIONAL EDUARDO DE LA BARRA,PEÑALOLÉN,SANTIAGO ORIENTE,-33.50562657999999,-70.56752254,318.0,537.0,0.0006323450456362226,0.002139229160442187
7416,9106,CENTRO EDUCACION MARIANO EGANA,PEÑALOLÉN,SANTIAGO ORIENTE,-33.47036263999999,-70.57178165,365.0,570.0,0.0007258048479786832,0.002270690170301763
7419,9110,ESCUELA CARLOS FERNANDEZ PENA,PEÑALOLÉN,SANTIAGO ORIENTE,-33.46759027,-70.55256971,64.0,297.0,0.00012726441170037185,0.0011831490887361817
7420,9111,ESCUELA LUIS  ARRIETA CANAS,PEÑALOLÉN,SANTIAGO ORIENTE,-33.46439883,-70.55651512,182.0,197.0,0.00036190817077293245,0.0007847823921920127
7421,9116,LICEO MUNICIPALIZADO MANUEL ROJAS,MACUL,SANTIAGO ORIENTE,-33.47547233,-70.59440777,35.0,144.0,6.959772514864086e-05,0.0005736480430236032
7422,9117,COLEGIO BICENTENARIO MATILDE HUICI NAVAS,PEÑALOLÉN,SANTIAGO ORIENTE,-33.47559567999999,-70.53208998,365.0,131.0,0.0007258048479786832,0.0005218603724728612
7425,9121,ESCUELA TOBALABA,PEÑALOLÉN,SANTIAGO ORIENTE,-33.47334162,-70.55628037,111.0,169.0,0.00022072421404283242,0.0006732397171596454
7426,9122,ESCUELA JULIO MONTT SALAMANCA,MACUL,SANTIAGO ORIENTE,-33.49413267,-70.59768125,279.0,240.0,0.0005547932947563085,0.0009560800717060054
7429,9125,ESCUELA BASICA,MACUL,SANTIAGO ORIENTE,-33.50185316999999,-70.60692882,210.0,318.0,0.00041758635089184516,0.001266806095010457
7430,9127,COLEGIO LIKANKURA DE PEÑALOLÉN,PEÑALOLÉN,SANTIAGO ORIENTE,-33.47382675,-70.55642894,129.0,277.0,0.000256517329833562,0.001103475749427348
7432,9131,ESCUELA JUAN MOYA MORALES,ÑUÑOA,SANTIAGO ORIENTE,-33.46838806,-70.5905988,265.0,174.0,0.0005269542046968522,0.0006931580519868539
7436,9140,ESCUELA PARTICULAR SANTA VICTORIA,PEÑALOLÉN,SANTIAGO ORIENTE,-33.4618892,-70.56965107,355.0,337.0,0.0007059197836505001,0.0013424957673538493
7437,9142,ESCUELA BASICA PARTICULAR LOS HUSARES,MACUL,SANTIAGO ORIENTE,-33.49301003,-70.60947941,60.0,64.0,0.00011931038596909861,0.0002549546857882681
7438,9144,ESCUELA BASICA MARTINEZ DE ROZAS,PEÑALOLÉN,SANTIAGO ORIENTE,-33.47473147,-70.56402106,180.0,316.0,0.0003579311579072958,0.0012588387610795737
7439,9145,ESCUELA PARTICULAR MANUEL ANTONIO MATTA,ÑUÑOA,SANTIAGO ORIENTE,-33.45656638,-70.61988876,105.0,50.0,0.00020879317544592258,0.00019918334827208445
7441,9147,COLEGIO PARTICULAR N 1 DE NUNOA,ÑUÑOA,SANTIAGO ORIENTE,-33.47059844,-70.58935544,946.0,137.0,0.0018811270854461213,0.0005457623742655114
7443,9150,ESCUELA PARTICULAR REGINA MUNDI,MACUL,SANTIAGO ORIENTE,-33.49202364,-70.58759761,463.0,327.0,0.0009206784783948776,0.0013026590976994324
7444,9151,COLEGIO SANTA MARGARITA DE ESCOCIA,ÑUÑOA,SANTIAGO ORIENTE,-33.45077966,-70.62689685,339.0,71.0,0.0006741036807254071,0.0002828403545463599
7448,9156,ESCUELA BAS. RENACIMIENTO N_ 1,ÑUÑOA,SANTIAGO ORIENTE,-33.46052062999999,-70.61981975,40.0,26.0,7.95402573127324e-05,0.00010357534110148391
7449,9158,COLEGIO PARTICULAR SAN FERNANDO,PEÑALOLÉN,SANTIAGO ORIENTE,-33.50352127,-70.57830248,615.0,291.0,0.0012229314561832607,0.0011592470869435316
7452,9162,ESCUELA PARTICULAR NUESTRA SRA.DEL PILAR,MACUL,SANTIAGO ORIENTE,-33.4905266,-70.58173117,307.0,186.0,0.0006104714748752212,0.0007409620555721541
7453,9164,LICEO POLITEC.PARTICULAR CARMEN ARRIARAN,PEÑALOLÉN,SANTIAGO ORIENTE,-33.50971950999999,-70.58672699,304.0,303.0,0.0006045059555767663,0.0012070510905288318
7454,9165,ESCUELA BAS. N_ 850 SANTA SOFIA,PEÑALOLÉN,SANTIAGO ORIENTE,-33.47585006,-70.56511123,110.0,151.0,0.0002187357076100141,0.000601533711781695
7456,9168,COLEGIO LIBERTADOR SIMON BOLIVAR,MACUL,SANTIAGO ORIENTE,-33.48005485,-70.58281687,818.0,177.0,0.0016265982620453777,0.0007051090528831789
7458,9171,ESCUELA SAN JOSE OBRERO,PEÑALOLÉN,SANTIAGO ORIENTE,-33.47222755,-70.53463492,123.0,306.0,0.0002445862912366521,0.0012190020914251568
7459,9172,COLEGIO POLIV. ROCKET COLLEGE,MACUL,SANTIAGO ORIENTE,-33.48096856,-70.58833939,157.0,132.0,0.0003121955099524747,0.0005258440394383029
7461,9175,ESCUELA BASICA COLEGIO SANTA MARTA DE PENALOL,PEÑALOLÉN,SANTIAGO ORIENTE,-33.50442013,-70.58625073,87.0,187.0,0.00017300005965519298,0.0007449457225375958
7462,9177,LICEO COMERCIAL PARTICULAR ÑUÑOA,ÑUÑOA,SANTIAGO ORIENTE,-33.45702582,-70.59958714,192.0,209.0,0.00038179323510111556,0.000832586395777313
7463,9179,COLEGIO SANTA MARTA,ÑUÑOA,SANTIAGO ORIENTE,-33.43865902,-70.57565917,838.0,134.0,0.0016663683907017438,0.0005338113733691863
7466,9182,COLEGIO POLIVALENTE YORK,PEÑALOLÉN,SANTIAGO ORIENTE,-33.46587078999999,-70.57364508,301.0,235.0,0.0005985404362783114,0.0009361617368787969
7467,9183,ESC.PARA SORDOS DR. OTTE GABLER,SAN JOAQUÍN,SANTIAGO CENTRO,-33.491642,-70.620308,6.0,31.0,1.1931038596909861e-05,0.00012349367592869235
7468,9184,COLEGIO PRECIOSA SANGRE,ÑUÑOA,SANTIAGO ORIENTE,-33.45841479,-70.60498815,548.0,207.0,0.001089701525184434,0.0008246190618464296
7469,9185,LICEO SALESIANO CAMILO ORTUZAR MONTT,MACUL,SANTIAGO ORIENTE,-33.50600639999999,-70.59165413,713.0,287.0,0.001417805086599455,0.0011433124190817648
7470,9187,ESC. PART. MARTA BRUNET,MACUL,SANTIAGO ORIENTE,-33.5051494,-70.60778092,71.0,77.0,0.00014118395673010003,0.00030674235633901004
7473,9194,CENTRO EDUC PROFES GMO GONZALEZ HEINRICH,ÑUÑOA,SANTIAGO ORIENTE,-33.45800077,-70.59771422,464.0,361.0,0.0009226669848276959,0.0014381037745244498
7474,9197,ESCUELA PARTICULAR WELCOME SCHOOL,PEÑALOLÉN,SANTIAGO ORIENTE,-33.50866563999999,-70.57912718,256.0,155.0,0.0005090576468014874,0.0006174683796434618
7476,9200,COLEGIO PARTICULAR JORGE PRIETO LETELIER,PEÑALOLÉN,SANTIAGO ORIENTE,-33.50741697,-70.56419508,280.0,379.0,0.0005567818011891269,0.0015098097799024002
7477,9201,ESCUELA PARTICULAR SANTIAGO DE CHILE,PEÑALOLÉN,SANTIAGO ORIENTE,-33.51034677,-70.57883891,141.0,67.0,0.0002803794070273817,0.00026690568668459315
7479,9205,ESCUELA PARTICULAR THE NEW SCHOOL,MACUL,SANTIAGO ORIENTE,-33.48482036,-70.58717224,145.0,175.0,0.00028833343275865497,0.0006971417189522956
7480,9206,COLEGIO PARTICULAR NUMERO DOS DE NUÑOA,ÑUÑOA,SANTIAGO ORIENTE,-33.47005619,-70.57900221,419.0,557.0,0.0008331841953508719,0.002218902499751021
7481,9208,COMPLEJO EDUCACIONAL ESPERANZA,MACUL,SANTIAGO ORIENTE,-33.48869026,-70.60402638,394.0,282.0,0.0007834715345304142,0.0011233940842545562
7482,9209,ESCUELA PARTICULAR SAN JUAN BAUTISTA,ÑUÑOA,SANTIAGO ORIENTE,-33.46717833999999,-70.59824004,308.0,298.0,0.0006124599813080395,0.0011871327557016233
7484,9213,"COLEGIO, CENTRO EDUC.AMERICO VESPUCIO",PEÑALOLÉN,SANTIAGO ORIENTE,-33.46832839,-70.56525281,214.0,241.0,0.0004255403766231184,0.0009600637386714471
7525,9281,LICEO BICENTENARIO DE EXCELENCIA BENJAMIN VICUNA MACKENNA,LA FLORIDA,CORDILLERA,-33.52246122999999,-70.58181193,300.0,238.0,0.0005965519298454931,0.000948112737775122
7526,9282,ESCUELA GUARDIAMARINA ERNESTO RIQUELME,LA FLORIDA,CORDILLERA,-33.54906839,-70.5814564,60.0,144.0,0.00011931038596909861,0.0005736480430236032
7527,9283,ESCUELA BELLAVISTA,LA FLORIDA,CORDILLERA,-33.51942892,-70.6012045,766.0,575.0,0.0015231959275388257,0.002290608505128971
7528,9284,ESCUELA ELSA SANTIBANEZ,LA FLORIDA,CORDILLERA,-33.53299178999999,-70.57509101,176.0,314.0,0.0003499771321760226,0.0012508714271486903
7529,9285,ESCUELA MARCELA PAZ,LA FLORIDA,CORDILLERA,-33.53220132,-70.57737183,134.0,188.0,0.00026645986199765357,0.0007489293895030375
7531,9288,LICEO NUEVO AMANECER,LA FLORIDA,CORDILLERA,-33.51333147999999,-70.56713764,254.0,305.0,0.0005050806339358507,0.0012150184244597152
7532,9289,ESCUELA LAS ARAUCARIAS,LA FLORIDA,CORDILLERA,-33.51068564,-70.58628085,102.0,159.0,0.00020282765614746765,0.0006334030475052285
7533,9290,ESCUELA SOTERO DEL RIO,LA FLORIDA,CORDILLERA,-33.53852784,-70.60538748,53.0,160.0,0.00010539084093937044,0.0006373867144706702
7535,9292,COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE,LA FLORIDA,CORDILLERA,-33.51824665,-70.59284992,293.0,264.0,0.0005826323848157649,0.0010516880788766058
7536,9293,LICEO POLIVALENTE LOS ALMENDROS,LA FLORIDA,CORDILLERA,-33.54118256999999,-70.59842124,155.0,295.0,0.0003082184970868381,0.0011751817548052983
7537,9294,LICEO ANDRES BELLO,LA FLORIDA,CORDILLERA,-33.56346981,-70.59278754,92.0,338.0,0.00018294259181928454,0.0013464794343192909
7539,9296,ESCUELA LAS LILAS,LA FLORIDA,CORDILLERA,-33.56179800999999,-70.57417485,161.0,177.0,0.00032014953568374794,0.0007051090528831789
7541,9298,LICEO INDIRA GANDHI,LA FLORIDA,CORDILLERA,-33.55309396,-70.58972826,227.0,284.0,0.0004513909602497564,0.0011313614181854396
7542,9299,ESCUELA SANTA IRENE,LA FLORIDA,CORDILLERA,-33.52022937,-70.56648504,207.0,181.0,0.0004116208315933902,0.0007210437207449457
7543,9302,ESCUELA LO CANAS,LA FLORIDA,CORDILLERA,-33.52520142,-70.5532023,136.0,154.0,0.0002704368748632902,0.0006134847126780201
7545,9304,ESCUELA LOS CEREZOS,LA FLORIDA,CORDILLERA,-33.512649,-70.5537213,49.0,136.0,9.74368152080972e-05,0.0005417787073000697
7547,9307,ESCUELA  OSCAR CASTRO,LA FLORIDA,CORDILLERA,-33.56023188,-70.59603428,73.0,176.0,0.00014516096959573665,0.0007011253859177373
7548,9308,ESCUELA PARTICULAR UNIDAD DIVINA,LA FLORIDA,CORDILLERA,-33.53724638,-70.60094931,99.0,339.0,0.0001968621368490127,0.0013504631012847327
7549,9311,COLEGIO PARTICULAR ISLA WELLINGTON,LA FLORIDA,CORDILLERA,-33.54664744,-70.60699075,32.0,248.0,6.363220585018593e-05,0.0009879494074295388
7552,9317,INSTITUTO LA SALLE,LA FLORIDA,CORDILLERA,-33.54447334,-70.56921764,624.0,263.0,0.0012408280140786254,0.0010477044119111642
7553,9318,COLEGIO MAURICIO RUGENDAS,LA FLORIDA,CORDILLERA,-33.52719645,-70.59949569,303.0,70.0,0.000602517449143948,0.0002788566875809182
7555,9324,ESCUELA PARTICULAR MSR.DIEGO ROSALES,LA FLORIDA,CORDILLERA,-33.55813851,-70.59572328,362.0,73.0,0.0007198393286802283,0.0002908076884772433
7558,9328,COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA,LA FLORIDA,CORDILLERA,-33.55891358,-70.57867515,394.0,494.0,0.0007834715345304142,0.0019679314809281944
7561,9332,COLEGIO SANTA PATRICIA DE LA FLORIDA,LA FLORIDA,CORDILLERA,-33.56744088,-70.59624749,209.0,311.0,0.0004155978444590268,0.0012389204262523653
7562,9333,ESCUELA BÁSICA N°993 ANTONIO BORQUEZ SOLAR,LA FLORIDA,CORDILLERA,-33.51429162,-70.56972883,69.0,135.0,0.0001372069438644634,0.000537795040334628
7563,9334,COLEGIO PORTALES,LA FLORIDA,CORDILLERA,-33.5619201,-70.57469436,311.0,185.0,0.0006184255006064944,0.0007369783886067125
7564,9335,ESCUELA PARTICULAR LOS COPIHUES,LA FLORIDA,CORDILLERA,-33.5631798,-70.57868989,39.0,168.0,7.755175087991409e-05,0.0006692560501942037
7565,9337,ESCUELA PARTICULAR LORD TOMAS COCHRANE,LA FLORIDA,CORDILLERA,-33.55912258,-70.55917193,47.0,190.0,9.345980234246058e-05,0.0007568967234339209
7567,9339,ESCUELA Y COLEGIO POLITECNICO LOS HEROES,LA FLORIDA,CORDILLERA,-33.51296404,-70.57632744,74.0,274.0,0.00014714947602855496,0.0010915247485310227
7568,9340,COLEGIO SANTA MARIA,LA FLORIDA,CORDILLERA,-33.54199024999999,-70.59236863,1660.0,416.0,0.0033009206784783947,0.0016572054576237426
7569,9341,ESCUELA PART. JOHN PAUL SCHOOL,LA FLORIDA,CORDILLERA,-33.54506232,-70.59634045,60.0,266.0,0.00011931038596909861,0.0010596554128074892
7570,9342,ESCUELA PARTICULAR LAURA ELGUETA,LA FLORIDA,CORDILLERA,-33.54644124,-70.60469237,121.0,119.0,0.00024060927837101553,0.000474056368887561
7573,9345,ESCUELA PARTICULAR LOS CASTANOS,LA FLORIDA,CORDILLERA,-33.51302414,-70.57831213,15.0,189.0,2.9827596492274652e-05,0.0007529130564684792
7574,9347,CENTRO EDUCACIONAL LA FLORIDA,LA FLORIDA,CORDILLERA,-33.55364783999999,-70.58945058,763.0,326.0,0.0015172304082403706,0.0012986754307339906
7580,9356,COLEGIO PARTICULAR SAN FRANCISCO DE ASIS,LA FLORIDA,CORDILLERA,-33.55799068999999,-70.59232968,991.0,240.0,0.001970609874922945,0.0009560800717060054
7582,9358,ESC. PART. SAINT GERMAINE SCHOOL,LA FLORIDA,CORDILLERA,-33.52955448,-70.5961318,149.0,101.0,0.0002962874584899282,0.0004023503635096106
7584,9362,COLEGIO PARTICULAR LA CONCEPCION,LA FLORIDA,CORDILLERA,-33.52673992999999,-70.58316775,636.0,236.0,0.0012646900912724453,0.0009401454038442386
7585,9363,ESC. PART. RAFAEL SOTOMAYOR B.,LA FLORIDA,CORDILLERA,-33.51666153,-70.58063616,99.0,580.0,0.0001968621368490127,0.0023105268399561795
7586,9366,ESCUELA BASICA PARTICULAR PAICAVI  NUM 1,LA FLORIDA,CORDILLERA,-33.55323038,-70.60185182,198.0,199.0,0.0003937242736980254,0.0007927497261228961
7587,9368,ESCUELA PARTICULAR PAPA JUAN PABLO II,LA FLORIDA,CORDILLERA,-33.53091931,-70.59887756,83.0,85.0,0.00016504603392391974,0.00033861169206254356
7588,9369,ESCUELA PARTICULAR ROSARIO CONCHA,LA FLORIDA,CORDILLERA,-33.5186711,-70.58521968,606.0,198.0,0.001205034898287896,0.0007887660591574544
7590,9373,BERNADETTE COLLEGE,LA FLORIDA,CORDILLERA,-33.55037718,-70.5939039,647.0,172.0,0.0012865636620334466,0.0006851907180559705
7591,9375,CENTRO EDUCACIONAL LONDON,LA FLORIDA,CORDILLERA,-33.55822288,-70.59474021,276.0,501.0,0.0005488277754578536,0.0019958171496862864
7593,9377,COLEGIO POLIV. VICENTE VALDES,LA FLORIDA,CORDILLERA,-33.52291935,-70.59742898,1043.0,184.0,0.0020740122094294977,0.0007329947216412708
7599,9385,COLEGIO LE MONDE,LA FLORIDA,CORDILLERA,-33.55032832,-70.58896548,564.0,172.0,0.0011215176281095269,0.0006851907180559705
7611,9405,LICEO BETSABE HORMAZABAL DE ALARCON,SAN MIGUEL,SANTIAGO CENTRO,-33.49040741999999,-70.65607108,540.0,156.0,0.0010737934737218874,0.0006214520466089035
7612,9406,LICEO ANDRES BELLO,SAN MIGUEL,SANTIAGO CENTRO,-33.48664656999999,-70.65290957,519.0,248.0,0.001032034838632703,0.0009879494074295388
7613,9407,ESCUELA DE LA INDUSTRIA GRAFICA HECTOR GO,SAN MIGUEL,SANTIAGO CENTRO,-33.48936244,-70.65774866,625.0,251.0,0.001242816520511444,0.000999900408325864
7614,9408,LICEO BICENTENARIO POLITECNICO SAN JOAQUIN,SAN JOAQUÍN,SANTIAGO CENTRO,-33.48364713,-70.64102081,248.0,197.0,0.0004931495953389409,0.0007847823921920127
7615,9409,LICEO COMERCIAL INSTITUTO SUPERIOR DE COMERCIO DE CHILE (EX A99),SAN MIGUEL,SANTIAGO CENTRO,-33.49015584,-70.6506494,390.0,722.0,0.0007755175087991409,0.0028762075490488996
7616,9410,ESCUELA  CONSOLIDADA DAVILA,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.50665601,-70.66965572,137.0,268.0,0.0002724253812961085,0.0010676227467383726
7617,9411,CENTRO EDUCACIONAL HORACIO ARAVENA A.,SAN JOAQUÍN,SANTIAGO CENTRO,-33.50066196,-70.63454954,213.0,160.0,0.00042355187019030006,0.0006373867144706702
7619,9413,ESCUELA GENERAL BASICA SANTA FE,SAN MIGUEL,SANTIAGO CENTRO,-33.51408794999999,-70.6377727,290.0,116.0,0.0005766668655173099,0.00046210536799123593
7620,9414,COLEGIO CIUDAD DE FRANKFORT,SAN JOAQUÍN,SANTIAGO CENTRO,-33.48926174999999,-70.62281982,303.0,138.0,0.000602517449143948,0.000549746041230953
7621,9415,ESCUELA TERRITORIO ANTARTICO,SAN MIGUEL,SANTIAGO CENTRO,-33.50729712999999,-70.66255721,495.0,146.0,0.0009843106842450636,0.0005816153769544866
7622,9416,ESCUELA POETAS DE CHILE,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.48073675,-70.6604761,140.0,275.0,0.00027839090059456344,0.0010955084154964645
7623,9418,ESCUELA LA VICTORIA,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.48776092,-70.67974555,39.0,164.0,7.755175087991409e-05,0.000653321382332437
7624,9419,LICEO MUNICIPAL ENRIQUE BACKAUSSE,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.48263185999999,-70.67448238,115.0,118.0,0.00022867823977410566,0.0004700727019221193
7625,9421,LICEO MUNICIPAL SAN JOAQUIN,SAN JOAQUÍN,SANTIAGO CENTRO,-33.49374962,-70.62669596,121.0,84.0,0.00024060927837101553,0.00033462802509710187
7626,9422,ESCUELA CENTRO EDUC. REP. MEXICANA,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.48876640999999,-70.66537197,236.0,262.0,0.0004692875181451212,0.0010437207449457224
7628,9424,ESCUELA BASICA FRAY CAMILO HENRIQUEZ,SAN JOAQUÍN,SANTIAGO CENTRO,-33.50569342,-70.62432593,278.0,198.0,0.0005528047883234902,0.0007887660591574544
7629,9426,ESCUELA LLANO SUBERCASEAUX,SAN MIGUEL,SANTIAGO CENTRO,-33.48578744999999,-70.65647995,783.0,99.0,0.001557000536896737,0.0003943830295787272
7631,9428,ESCUELA BASICA RICARDO E. LATCHMAN,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.49101098,-70.68241824,89.0,100.0,0.0001769770725208296,0.0003983666965441689
7632,9429,ESCUELA POETA VICTOR DOMINGO SILVA,SAN JOAQUÍN,SANTIAGO CENTRO,-33.50312755,-70.63456899,121.0,70.0,0.00024060927837101553,0.0002788566875809182
7633,9430,CENTRO EDUC. PROVINCIA DE ÑUBLE,SAN JOAQUÍN,SANTIAGO CENTRO,-33.47836714,-70.63618339,222.0,120.0,0.00044144842808566484,0.0004780400358530027
7634,9431,ESCUELA VILLA SAN MIGUEL,SAN MIGUEL,SANTIAGO CENTRO,-33.49785019,-70.6628646,397.0,77.0,0.0007894370538288691,0.00030674235633901004
7635,9433,ESCUELA PABLO NERUDA,SAN MIGUEL,SANTIAGO CENTRO,-33.507162,-70.65172916,744.0,90.0,0.0014794487860168228,0.000358530026889752
7637,9437,ESC. BAS. Y ESP. SU SANTIDAD JUAN XXIII,SAN JOAQUÍN,SANTIAGO CENTRO,-33.49015442,-70.63231794,104.0,148.0,0.00020680466901310427,0.00058958271088537
7640,9443,ESCUELA BAS. LOS HEROES DE YUNGAY,LA GRANJA,SANTIAGO SUR,-33.52182186,-70.61841711,32.0,177.0,6.363220585018593e-05,0.0007051090528831789
7646,9457,ESCUELA BÁSICA POETA NERUDA (EX-483),SAN JOAQUÍN,SANTIAGO CENTRO,-33.51313398,-70.63066628,94.0,83.0,0.00018691960468492116,0.0003306443581316602
7647,9458,ESCUELA BOROA,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.50525361999999,-70.67470241,166.0,87.0,0.00033009206784783947,0.00034657902599342694
7651,9467,COLEGIO LA CASTRINA,SAN JOAQUÍN,SANTIAGO CENTRO,-33.51616215,-70.63320536,24.0,60.0,4.7724154387639445e-05,0.00023902001792650135
7655,9472,LICEO POLITECNICO SAN LUIS,SAN MIGUEL,SANTIAGO CENTRO,-33.50924829,-70.65673034,854.0,937.0,0.0016981844936268368,0.0037326959466188626
7656,9473,ESCUELA BAS.PART.N 23 COLEGIO SANTA ANA,SAN MIGUEL,SANTIAGO CENTRO,-33.50680207,-70.64698936,136.0,163.0,0.0002704368748632902,0.0006493377153669953
7657,9474,INSTIT.POLIT.SAN MIGUEL ARCANGEL,SAN MIGUEL,SANTIAGO CENTRO,-33.4873673,-70.65023579,191.0,142.0,0.0003798047286682972,0.0005656807090927198
7663,9484,COLEGIO SANTA ROSA,SAN MIGUEL,SANTIAGO CENTRO,-33.49400058,-70.64931386,628.0,373.0,0.0012487820398098988,0.00148590777810975
7664,9485,ESCUELA PARTICULAR HANSEL Y GRETEL,SAN MIGUEL,SANTIAGO CENTRO,-33.50781099,-70.66596042,125.0,101.0,0.00024856330410228875,0.0004023503635096106
7665,9486,COLEGIO ESPIRITU SANTO DEL VERBO DIVINO,SAN JOAQUÍN,SANTIAGO CENTRO,-33.49274999,-70.61910581,397.0,214.0,0.0007894370538288691,0.0008525047306045215
7666,9487,ESCUELA INDUSTRIAL PART. LAUTARO,SAN MIGUEL,SANTIAGO CENTRO,-33.49915231,-70.65495208,146.0,114.0,0.0002903219391914733,0.00045413803406035256
7668,9489,LICEO COMERCIAL JAVIERA Y J L CARRERA N1,SAN MIGUEL,SANTIAGO CENTRO,-33.51601294999999,-70.63772036,201.0,128.0,0.00039968979299648033,0.0005099093715765362
7669,9490,ESCUELA PARTICULAR LUCILA GODOY,SAN MIGUEL,SANTIAGO CENTRO,-33.50184025,-70.64207914,152.0,133.0,0.00030225297778838317,0.0005298277064037446
7671,9500,COLEGIO PART. NUESTRA SRA DEL HUERTO,SAN JOAQUÍN,SANTIAGO CENTRO,-33.47219384,-70.62537056,309.0,84.0,0.0006144484877408579,0.00033462802509710187
7672,9502,COLEGIO POLIV.ADVENTISTA SANTIAGO SUR,SAN JOAQUÍN,SANTIAGO CENTRO,-33.49666507,-70.62856671,586.0,121.0,0.0011652647696315298,0.0004820237028184444
7673,9503,ESCUELA PARTICULAR PIO DOCE,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.47826403,-70.66817507,225.0,84.0,0.0004474139473841198,0.00033462802509710187
7674,9504,ESCUELA PARTICULAR Y COLEGIO CHILE,SAN MIGUEL,SANTIAGO CENTRO,-33.50098922,-70.65354118,1661.0,560.0,0.0033029091849112132,0.0022308535006473457
7675,9505,ESCUELA PARTICULAR JOSE A.ALFONSO,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.50278671,-70.67760122,524.0,173.0,0.0010419773707967944,0.0006891743850214122
7676,9506,ESC.BAS.PROFESORA AIDA RAMOS DIAZ,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.50720949,-70.67096769,105.0,96.0,0.00020879317544592258,0.00038243202868240214
7677,9507,ESCUELA PARTICULAR LAURA VICUNA,SAN JOAQUÍN,SANTIAGO CENTRO,-33.48701873,-70.63272118,84.0,151.0,0.00016703454035673805,0.000601533711781695
7678,9508,COLEGIO PARTICULAR POBL. ALESSANDRI,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.48238866,-70.66529311,92.0,78.0,0.00018294259181928454,0.00031072602330445173
7680,9510,COLEGIO PART. ANTONIO ACEVEDO HERNANDEZ,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.49117945999999,-70.67311233,157.0,77.0,0.0003121955099524747,0.00030674235633901004
7681,9511,ESCUELA PARTICULAR GRAN AVENIDA,SAN MIGUEL,SANTIAGO CENTRO,-33.5059132,-70.65590334,172.0,88.0,0.00034202310644474934,0.0003505626929588686
7682,9512,ESCUELA BASICA PARTIC JACQUELINE KENNEDY,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.47933577,-70.66996999,41.0,40.0,8.152876374555071e-05,0.00015934667861766756
7686,9518,COLEGIO PARTICULAR PADRE FIDEL ABARCA,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,-33.48997419,-70.67752012,26.0,70.0,5.170116725327607e-05,0.0002788566875809182
