color,lat,lon
#4363d8,-33.53761294,-70.63650029
#f58231,-33.56638898,-70.65996378
#f58231,-33.55158877,-70.67012862
#f58231,-33.51806659999999,-70.56230842
#f58231,-33.511845,-70.67478
#f58231,-33.51617502,-70.66734188
#f58231,-33.43402154999999,-70.75469708
#f58231,-33.57501887,-70.66321219
#f58231,-33.58052226,-70.67720368
#f58231,-33.53058251,-70.67452823
#f58231,-33.54918004999999,-70.65532033
#f58231,-33.43821195,-70.7616087
#f58231,-33.41652302,-70.76745314
#f58231,-33.52135358,-70.65553564
#f58231,-33.5391701,-70.66773135
#f58231,-33.55942807,-70.66672459
#f58231,-33.57986326999999,-70.6739181
#f58231,-33.56871722999999,-70.67110059
#f58231,-33.53738516,-70.6209593
#f58231,-33.55478472,-70.6757039
#f58231,-33.47795815,-70.66168975
#911eb4,-33.43227444,-70.68794874
#911eb4,-33.55610536999999,-70.64781912
#911eb4,-33.44523916,-70.64268438
#911eb4,-33.470562,-70.64999
#911eb4,-33.44563938,-70.67614969
#911eb4,-33.46887732999999,-70.67316809
#911eb4,-33.48876640999999,-70.66537197
#911eb4,-33.45613414,-70.65322898
#911eb4,-33.44366876,-70.67585032
#911eb4,-33.44704549,-70.66787974
#911eb4,-33.46780934,-70.64853307
#911eb4,-33.41190513,-70.6745079
#911eb4,-33.50233313999999,-70.68227832
#911eb4,-33.47070985,-70.64581436
#911eb4,-33.4388735,-70.68307302
#911eb4,-33.43322191,-70.66402874
#911eb4,-33.43735876,-70.66281847
#911eb4,-33.45095264999999,-70.63148132
#911eb4,-33.44961141999999,-70.66456751
#911eb4,-33.46783309,-70.63800235
#42d4f4,-33.50799829999999,-70.65292213
#42d4f4,-33.4550362,-70.64155456
#42d4f4,-33.40846399,-70.69571811
#42d4f4,-33.46736311,-70.61973321
#42d4f4,-33.4359531,-70.66203467
#42d4f4,-33.47547233,-70.59440777
#42d4f4,-33.59529215,-70.6255541
#42d4f4,-33.49748334,-70.76528718
#42d4f4,-33.42543238999999,-70.7417655
#42d4f4,-33.50569342,-70.62432593
#42d4f4,-33.38916527,-70.63758855
#42d4f4,-33.53595055,-70.55599089
#42d4f4,-33.52396165999999,-70.65101157
#42d4f4,-33.57619368,-70.66334217
#42d4f4,-33.50634506,-70.65462954
#42d4f4,-33.37750382,-70.69332638
#42d4f4,-33.50562657999999,-70.56752254
#42d4f4,-33.47836714,-70.63618339
#42d4f4,-33.43021573,-70.64040626
#42d4f4,-33.36805171,-70.73249527
#f032e6,-33.52988953,-70.69000169
#f032e6,-33.50036446,-70.75381662
#f032e6,-33.52186111999999,-70.7866748
#f032e6,-33.51605977,-70.76354117
#f032e6,-33.5400313,-70.77689954
#f032e6,-33.53108383,-70.77670525
#f032e6,-33.48953767999999,-70.76913732
#f032e6,-33.43205397,-70.72081413
#f032e6,-33.52435306999999,-70.75703889
#f032e6,-33.52341083999999,-70.7629265
#f032e6,-33.47750005999999,-70.73899872
#f032e6,-33.47448905,-70.72753202
#f032e6,-33.5016538,-70.75177518
#f032e6,-33.54495374999999,-70.77258211
#f032e6,-33.50988153,-70.78879816
#f032e6,-33.52466299,-70.79015762
#f032e6,-33.48467347999999,-70.74793584
#f032e6,-33.49638757,-70.76061633
#f032e6,-33.4863687,-70.76541552
#f032e6,-33.50919371,-70.76511532
#bfef45,-33.51767585999999,-70.64362585
#bfef45,-33.4275072,-70.74387558
#bfef45,-33.41365608,-70.75287839
#bfef45,-33.45128328,-70.73558746
#bfef45,-33.53268245,-70.66897583
#bfef45,-33.53481258,-70.63725008
#bfef45,-33.45061901999999,-70.71809519
#bfef45,-33.43533682999999,-70.72778904
#bfef45,-33.44252746,-70.71958863
#bfef45,-33.43726595999999,-70.7395033
#bfef45,-33.36751982,-70.74413397
#bfef45,-33.37732411,-70.72770616
#bfef45,-33.53750414999999,-70.58681416
#bfef45,-33.37273641,-70.68165689
#bfef45,-33.62469711,-70.63191481
#bfef45,-33.40210596,-70.71797923
#bfef45,-33.53469004,-70.62503439
#bfef45,-33.53470899,-70.61661188
#bfef45,-33.42571242,-70.71782084
#bfef45,-33.62627936,-70.62861516
#fabed4,-33.36191173,-70.72896112
#fabed4,-33.44242110999999,-70.67800391
#fabed4,-33.44035234999999,-70.67931406
#fabed4,-33.57488367,-70.68883552
#fabed4,-33.43160765999999,-70.68697808
#fabed4,-33.44976157,-70.63183657
#fabed4,-33.55891358,-70.57867515
#fabed4,-33.45872278,-70.64651169
#fabed4,-33.4359531,-70.66203467
#fabed4,-33.47687168,-70.53992444
#fabed4,-33.45095264999999,-70.63148132
#fabed4,-33.539548,-70.66740036
#fabed4,-33.44961141999999,-70.66456751
#fabed4,-33.4550362,-70.64155456
#fabed4,-33.44870941,-70.65670874
#fabed4,-33.41270393,-70.6364024
#fabed4,-33.54495374999999,-70.77258211
#fabed4,-33.37732411,-70.72770616
#fabed4,-33.46331704,-70.75335402
#fabed4,-33.49851434,-70.77111241
