color,lat,lon
#e6194B,-33.48005485,-70.58281687
#e6194B,-33.50600639999999,-70.59165413
#e6194B,-33.48231926999999,-70.59805219
#e6194B,-33.48231055,-70.59866793
#e6194B,-33.49202364,-70.58759761
#e6194B,-33.49246269,-70.5827351
#e6194B,-33.49413267,-70.59768125
#e6194B,-33.4915696,-70.59375729
#e6194B,-33.50352127,-70.57830248
#e6194B,-33.4905266,-70.58173117
#e6194B,-33.50185316999999,-70.60692882
#e6194B,-33.46784782,-70.59862765
#e6194B,-33.51026253,-70.61004062
#e6194B,-33.47774987999999,-70.60731112
#e6194B,-33.48096856,-70.58833939
#e6194B,-33.48195036,-70.60064186
#e6194B,-33.48482036,-70.58717224
#e6194B,-33.50971950999999,-70.58672699
#e6194B,-33.5186711,-70.58521968
#e6194B,-33.51234494,-70.56430502
#3cb44b,-33.43189241,-70.66987309
#3cb44b,-33.43146413,-70.67549745
#3cb44b,-33.46092709,-70.64804215
#3cb44b,-33.46779187,-70.644024
#3cb44b,-33.45677263999999,-70.65366284
#3cb44b,-33.46783309,-70.63800235
#3cb44b,-33.44512041,-70.67534908
#3cb44b,-33.47205853,-70.65926219
#3cb44b,-33.45669764,-70.6772688
#3cb44b,-33.45423061,-70.67438866
#3cb44b,-33.49613737,-70.76092139
#3cb44b,-33.455643,-70.66915552
#3cb44b,-33.44961141999999,-70.66456751
#3cb44b,-33.47074552,-70.67136899
#3cb44b,-33.39045097999999,-70.65532689
#3cb44b,-33.44986649,-70.64029999
#3cb44b,-33.46341747,-70.65124299
#3cb44b,-33.47471332,-70.65160842
#3cb44b,-33.45549342,-70.66865263
#3cb44b,-33.44035234999999,-70.67931406
#ffe119,-33.41545,-70.53521
#ffe119,-33.38827666,-70.54939272
#ffe119,-33.35082404,-70.50700886
#ffe119,-33.38992646,-70.5591368
#ffe119,-33.3611543,-70.50548959
#ffe119,-33.40571306999999,-70.56107434
#ffe119,-33.36419678,-70.49712536
#ffe119,-33.3642831,-70.4990235
#ffe119,-33.38806398,-70.57974941
#ffe119,-33.39045097999999,-70.65532689
#ffe119,-33.421473,-70.558532
#ffe119,-33.41938174,-70.5888458
#ffe119,-33.46017922,-70.5807979
#ffe119,-33.44512041,-70.67534908
#ffe119,-33.49613737,-70.76092139
#ffe119,-33.45942826,-70.67636398
#ffe119,-33.46783309,-70.63800235
#ffe119,-33.45841754,-70.59406471
#ffe119,-33.43265348,-70.61798467
#ffe119,-33.46163013999999,-70.64299255
#4363d8,-33.3619934,-70.71952192
#4363d8,-33.35796100999999,-70.72128708
#4363d8,-33.36287518999999,-70.72137879
#4363d8,-33.35866849,-70.73691879
#4363d8,-33.35859709999999,-70.73988447
#4363d8,-33.36805171,-70.73249527
#4363d8,-33.367279,-70.71665627
#4363d8,-33.36231712,-70.75345495
#4363d8,-33.35727832,-70.7266422
#4363d8,-33.36578778,-70.74235686
#4363d8,-33.37063599999999,-70.71962767
#4363d8,-33.35725613999999,-70.73737333
#4363d8,-33.3661808,-70.74398967
#4363d8,-33.36935125,-70.72428891
#4363d8,-33.36191173,-70.72896112
#4363d8,-33.35784499999999,-70.73684
#4363d8,-33.35549321,-70.73990359
#4363d8,-33.3688604,-70.736824
#4363d8,-33.36518478,-70.70551471
#4363d8,-33.36128327,-70.73088382
#f58231,-33.53595055,-70.55599089
#f58231,-33.52039535,-70.56913183
#f58231,-33.52208499999999,-70.56177783
#f58231,-33.52106046,-70.5592029
#f58231,-33.54393816999999,-70.56948472
#f58231,-33.53200866,-70.58222615
#f58231,-33.54447334,-70.56921764
#f58231,-33.51026253,-70.61004062
#f58231,-33.54199024999999,-70.59236863
#f58231,-33.5436023,-70.5865
#f58231,-33.52673992999999,-70.58316775
#f58231,-33.54940204999999,-70.56727545
#f58231,-33.53647359,-70.5766549
#f58231,-33.53227153,-70.55365239
#f58231,-33.53096665999999,-70.58467398
#f58231,-33.53930299999999,-70.59655148
#f58231,-33.45397021,-70.61146445
#f58231,-33.53114231,-70.58462574
#f58231,-33.53410216,-70.59089304
#f58231,-33.5380661,-70.5772881
#911eb4,-33.55799068999999,-70.59232968
